id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
afb2861a-1c3a,1FD8X3HN5LED52350,54900,11824,P7996,2020,Ford,F-350 Super Duty Chassis Cab,XL,Chassis Cab,Truck,4WD,Automatic,Unleaded,7.3,V,kirk auto company,235 Sw Frontage Rd.,Grenada,MS,38901
ba26d2b8-4791,1G8JU54F12Y500252,3500,146334,H553342B,2002,Saturn,L-Series,L200,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,international honda,4000 N Frontage Rd,Sheboygan,WI,53081
85b819e1-d089,MAJ3P1RE0JC219298,15918,49289,76544A,2018,Ford,Ecosport,S,Crossover,Truck,FWD,Automatic,Unleaded,1,I,karl chevrolet of stuart,324 Sw 8th Street,Stuart,IA,50250
9246f02d-a6c3,3C6TR5EJ6JG222709,51995,69156,59544A,2018,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,hicks family nissan,3002 Ih I-69 Access Road,Robstown,TX,78380
442bdc2e-6e24,ZACNJAD12KPK27034,21930,2106,Q51488,2019,Jeep,Renegade,Limited,SUV,Truck,FWD,Automatic,Unleaded,1.3,I,fury jeep stillwater,12969 North 60th Street,Oak Park Heights,MN,55082
11c392a9-5863,MAJ3S2GE7KC292192,16374,14310,96458A,2019,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,capital ford rocky mount,2012 Stone Rose Dr,Rocky Mount,NC,27804
8e0978ba-4841,4JGDF7FE6JB122326,77500,46655,JB122326,2018,Mercedes-Benz,GLS,AMG GLS63,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,audi creve coeur,Olive Blvd. 11830,Creve Coeur,MO,63141
db7adf80-ee3c,1C4SDJGJ1MC556484,73972,5938,Z4143,2021,Dodge,Durango,SRT 392,SUV,Truck,4WD,Automatic,Premium Unleaded,6.4,V,sharp cars of indy,10320 E Pendleton Pike,Indianapolis,IN,46236
14c5ef77-4723,WBAKB8C59CC962984,14200,96342,AK4147,2012,BMW,7 Series,ALPINA B7,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,atlanta unique auto sales,6280 Buford Hwy,Norcross,GA,30071
211a32c9-c8ac,1GKES16S066133513,4989,175061,66133513,2006,GMC,Envoy,SLT,SUV,Truck,RWD,Automatic,Unleaded,4.2,I,clay maxey nwa,1161 W Henri De Tonti Blvd,Springdale,AR,72762
6fabe752-3060,1GHDX13E5YD347557,4950,151584,OLDS6306,2000,Oldsmobile,Silhouette,Premiere Edition,Minivan,Truck,FWD,Automatic,Unleaded,3.4,V,larry's auto sales of paragould,1910 Purcell Rd,Paragould,AR,72450
aba80ca7-0a27,4JGDF7DEXHA907483,49998,49387,M21-10A,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,sycamore dodge chrysler jeep ram,1825 Dekalb Ave,Sycamore,IL,60178
2d720361-6f05,ML32F3FJ8LHF00623,12995,12531,M21434A,2020,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,matt blatt kia of toms river,1070 Rte 37 W,Toms River,NJ,8755
e649d867-09ea,1D7RW3BP7BS667274,11992,142506,T07092A,2011,RAM,Dakota,Big Horn (Lone Star),Pickup,Truck,4WD,Automatic,E85 / Unleaded,4.7,V,nelson subaru,4730 Virginia Ave,Bassett,VA,24055
95c5b94f-12a2,5UXKR6C50JL069469,50500,18566,AB3069,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,mcgovern subaru,85 Gosling Rd,Newington,NH,3801
ddf57300-5b1c,3C7WRSBJ7GG116712,32853,40488,16679,2016,RAM,Ram 3500 Chassis Cab,Tradesman,Chassis Cab,Truck,RWD,Automatic,Unleaded,6.4,V,southfield chrysler dodge jeep ram,28100 Telegraph Road,Southfield,MI,48034
fc9d02bc-258f,KL8CD6S9XFC809327,8395,63638,210548B,2015,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,mills chevy,6600 Elmore Ave,Davenport,IA,52807
daa3925a-df6d,JTHBN36F165040444,9399,187568,65040444,2006,Lexus,LS,430,Sedan,Car,RWD,Automatic,Premium Unleaded,4.3,V,nalley toyota union city,4115 Jonesboro Road,Union City,GA,30291
8127dcf6-3fd2,WDDLJ9BB6DA085302,,73249,16738A,2013,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,4WD,Automatic,Premium Unleaded,4.7,V,fuccillo automotive group,1974 Alvin Road,Grand Island,NY,14072
34cd71a8-62d7,2G1WF52E219372762,3995,104882,,2001,Chevrolet,Impala,base,Sedan,Car,FWD,Automatic,Unleaded,3.4,V,ritz auto sales,503 Broadway St.,Paintsville,KY,41240
9b161949-b9e7,1B4HS28N7YF121316,2599,197322,1852,2000,Dodge,Durango,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,world wide automotive,2017 West 12Th Street,Sioux Falls,SD,57104
b6b3c4c9-98d8,KL8CA6S95EC443106,9998,51836,20245112,2014,Chevrolet,Spark,LS,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,carmax dulles,45210 Towlern Place,Sterling,VA,20165
e5e1ec4d-11f4,KL8CD6S92FC765890,9938,38556,HW21L085A,2015,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,west herr toyota of williamsville,8129 Main Street,Williamsville,NY,14221
6b79f347-2d85,5YMKT6C52J0Y83747,64901,46363,J0Y83747,2018,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,rockwall chrysler dodge jeep ram,970 E Interstate 30,Rockwall,TX,75087
f8fff66f-19dc,WDDNG7EB0BA403760,29000,74784,,2011,Mercedes-Benz,S-Class,S63 AMG,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,upgrade motorz,1624 Broadway Street,Vallejo,CA,94590
96786f73-6f41,MAJ3P1TE1JC159203,20669,12776,20978P,2018,Ford,Ecosport,SE,SUV,Truck,FWD,Automatic,Unleaded,1,I,lakeland ford,1430 West Memorial Boulevard,Lakeland,FL,33815
ceabaa83-12fa,4JGBF7BE4BA647986,16055,159645,B117986,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,ciocca dealerships,750 South West End Boulevard,Quakertown,PA,18951
7b40ce66-153d,3C6UR5DJ4JG367544,50418,52466,MN722967A,2018,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,brenham chrysler jeep dodge,1880 Highway 290 W,Brenham,TX,77833
e03b38a9-10ab,5UXJU4C02LLE46070,77995,18174,DM02541A,2020,BMW,X5,M50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,rick hendrick chevrolet duluth,3277 Satellite Blvd. Nw,Duluth,GA,30096
fc590ed6-8736,4JGDF7DE5FA512625,20908,147749,FA512625,2015,Mercedes-Benz,GL-Class,GL550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,autonation chevrolet austin,11400 Research Blvd,Austin,TX,78759
cd093805-fe1d,3C6TR5EJ9LG267081,67950,12028,R50218,2020,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,future nissan of roseville,600 Automall Dr,Roseville,CA,95661
9b872754-f30b,5UXFE83598L098388,,134641,98388,2008,BMW,X5,4.8i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,murfree motors inc.,913 Old Fort Parkway,Murfreesboro,TN,37129
55ccfd5e-535e,1FBSS3BLXBDB01431,7999,206019,ID B01431,2011,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,motors trust,9704 Nw 27 Ave,Miami,FL,33147
76a35903-41ea,5UXCX4C50KLS38325,85973,19735,M02526A,2019,BMW,X7,50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,hendrick chrysler jeep fiat,543 N Mcpherson Church Rd,Fayetteville,NC,28303
aaa68e00-9f19,MAJ3S2GE3KC276586,18988,26689,276586,2019,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,cbs quality cars,1331 S. Miami Blvd.,Durham,NC,27703
a458b723-8e1f,WBA6D4C57JD981383,62900,5507,JD981383,2018,BMW,6 Series Gran Coupe,650i,Coupe,Car,RWD,Automatic,Premium Unleaded,4.4,V,nalley toyota stonecrest,7969 Mall Parkway,Lithonia,GA,30038
e9a8ba0e-4c95,KL8CB6S93FC707647,7833,92090,BJ07647,2015,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,ray price ford,2971 Route 940,Mount Pocono,PA,18344
68ee5a3c-6f68,1GCWGAFF4H1121059,27400,34893,PC121059,2017,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,lou bachrodt mazda,5400 N State Rd 7,Coconut Creek,FL,33073
a6a783b5-a0e5,1FDFE4FS8EDA13506,20500,78800,WP07193506,2014,Ford,E-Series Cutaway,Base,Cutaway,Truck,RWD,Automatic,Unleaded,6.8,V,star auto,1450 S Beretania St,Honolulu,HI,96814
bcb7d72a-5dbf,5UXFG83539LZ93922,,68339,Z93922,2009,BMW,X6,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,socal auto auctions,1304 Mildred Street B,Ontario,CA,91761
9e4768f9-2967,1GCPTEE13K1283253,45988,52444,K1283253P,2019,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,lithia auto stores,150 North Bartlett,Medford,OR,97501
03d1e15e-61c3,1FMNE1BL5BDB38452,,26000,,2011,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,supreme motors,4301 Oak Circle 19,Boca Raton,FL,33431
463a8233-8bb4,4JGDF7DEXHA924025,54999,45963,20174025,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,ciocca honda in harrisburg,8001 Allentown Blvd.,Harrisburg,PA,17112
f0f2fbcd-b578,3C6UR5DJXJG166392,43866,66057,JR22744A,2018,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,websmartused,5049 West Ridge Road,Spencerport,NY,14559
25af3acd-7122,WP0AA2A99DS108072,66980,23442,20N105A,2013,Porsche,911,Carrera,Coupe,Car,RWD,Manual,Premium Unleaded,3.4,H,porsche buffalo,8135 Main Street,Williamsville,NY,14221
0f3fed83-69a1,JT8BL69S610005713,,169239,SOR-654B,2001,Lexus,GS,430,Sedan,Car,RWD,Automatic,Premium Unleaded,4.3,V,pye kia of dalton,2801 East Walnut Avenue,Dalton,GA,30721
77ea9619-42b3,4JGDF7DE5HA989526,64000,29257,903893,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,hgreg infiniti monrovia,821 E Central Ave,Monrovia,CA,91016
36534784-49c9,WUAPWAF51KA901948,69495,10518,PHG7314,2019,Audi,RS 5 Coupe,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,2.9,V,motor werks honda,1475 S. Barrington Rd,Barrington,IL,60010
69da38e2-33bb,1GNDT13W9Y2223711,2987,314446,R1940,2000,Chevrolet,Blazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.3,V,strawberry road auto sales,3602 Strawberry Road,Pasadena,TX,77504
4e490159-2f2e,JM1FE17P490400614,4950,122000,O10297,2009,Mazda,RX-8,Grand Touring,Coupe,Car,RWD,Manual,Premium Unleaded,2.6,,opal auto group,13535 Vargon Street,Dallas,TX,75243
1658cec1-aa72,3C6UR5CJ6HG553078,,69512,553078,2017,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,harpswell auto sales inc,248 Harpswell Island Rd,Harpswell,ME,4079
100fd9a5-8d36,5YMKT6C54J0Y83619,75996,23858,P2410,2018,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,rick hendrick chevrolet duluth,3277 Satellite Blvd. Nw,Duluth,GA,30096
da795eb5-ff38,WP1AB2AY9KDA61355,81956,1425,W11696,2019,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,hi tech motorcars,12971 Pond Springs Rd.,Austin,TX,78729
84645cd1-6b01,SCBBT7ZH2LC004462,299998,559,B1804,2020,Bentley,Mulsanne,Speed,Sedan,Car,RWD,Automatic,Premium Unleaded,6.8,V,herb chambers alfa romeo of boston,525 Boston Post Rd,Wayland,MA,1778
a533554a-6dd2,1G3NL52E23C326291,2555,203535,5526,2003,Oldsmobile,Alero,GL1,Sedan,Car,FWD,Automatic,Unleaded,3.4,V,access auto llc,6725 4th St Nw,Albuquerque,NM,87107
8dad1083-a208,1FMNU42S43EA17709,7995,195883,ea17709,2003,Ford,Excursion,Limited,SUV,Truck,RWD,Automatic,Unleaded,6.8,V,seth lee auto sales - tavares,204 W Burleigh Blvd,Tavares,FL,32778
d6d73193-297a,1GCWGAFFXH1127089,22447,80883,0CC2552A,2017,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,lafontaine chrysler dodge jeep ram of saline,900 West Michigan Ave,Saline,MI,48176
feca254b-f65b,MAJ3P1RE1JC188790,18997,20833,F092312A1,2018,Ford,Ecosport,S,Crossover,Truck,FWD,Automatic,Unleaded,1,I,future ford of roseville,650 Auto Mall Dr,Roseville,CA,95661
414faa3c-747f,1G6DM57T870195605,8396,57938,U005601,2007,Cadillac,CTS,2.8,Sedan,Car,RWD,Automatic,Unleaded,2.8,V,fred beans ford of doylestown,876 North Easton Road,Doylestown,PA,18901
92b61e76-f6b0,1FDXE4FS7HDC35950,39995,70579,P28690,2017,Ford,E-Series Cutaway,Base,Cutaway,Truck,RWD,Automatic,Unleaded,6.8,V,power newport chrysler jeep dodge,1217 North Coast Hwy 101,Newport,OR,97365
3532a3bb-3544,1FMFK18518LA74897,13995,126277,201782A,2008,Ford,Expedition,Eddie Bauer,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,chapman choice,4646 E. 22nd St.,Tempe,AZ,85283
e4b6df1c-9812,1FMFU16518LA40388,8995,227267,P5085C,2008,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,lewis toyota of hays,4440 Vine Street,Hays,KS,67601
60ac79d8-ea93,1G1JC524227298370,,90232,73991,2002,Chevrolet,Cobalt,Base,Sedan,Car,FWD,Manual,Unleaded,2.2,I,page toyota,21262 Telegraph Rd,Southfield,MI,48033
177186c9-42d6,1FAHP60AX2Y115399,20499,45486,P45399,2002,Ford,Thunderbird,Deluxe,Convertible,Car,RWD,Automatic,Premium Unleaded,3.9,V,darrell waltrip honda,1430 Murfreesboro Road,Franklin,TN,37067
7d4482bc-a1b5,1A8HW58P99F701638,8292,177885,DH20291A,2009,Chrysler,Aspen,Limited,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,one stop auto consulting,405 W Southern Ave,Tempe,AZ,85282
eb40e6f3-b4b1,WP1AB2AY1KDA63536,79998,20249,R46458A,2019,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,audi burlington,62 Cambridge St,Burlington,MA,1803
1b7a9759-5626,2G1WL52M8X9101312,,206431,3U673AA,1999,Chevrolet,Lumina,LS,Sedan,Car,FWD,Automatic,Unleaded,3.1,V,young ford of brigham city,323 South Main Street,Brigham City,UT,84302
e57dee11-f143,WDDEJ7EB4DA030775,34500,99578,A4114,2013,Mercedes-Benz,CL-Class,CL63 AMG®,Coupe,Car,RWD,Automatic,Premium Unleaded,5.5,V,zeigler chrysler dodge jeep ram of schaumburg,208w.golfrd,Schaumburg,IL,60195
53c2f034-85c4,1GCHC33J4XF008481,9995,132583,80366AY,1999,Chevrolet,C3500,CHEYENNE,Pickup,Truck,RWD,Manual,Unleaded,7.4,V,billion mazda,3405 South Westport Ave.,Sioux Falls,SD,57106
88b7fe70-6719,ML32A3HJ6KH000273,,23785,M0468A,2019,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,douglass volkswagen,3100 Briarcrest Dr.,Bryan,TX,77802
37f20caf-81a4,WBA7F2C53KB240731,67000,20319,N10139,2019,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,patrick cars,526 Mall Drive,Schaumburg,IL,60173
9d76ac44-652d,3C6UR5GJ8EG106404,38497,148134,EG106404,2014,RAM,Ram 2500 Pickup,Limited,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,bob howard chrysler jeep dodge ram,13252 Broadway Ext,Oklahoma City,OK,73114
bf9107d6-5c2a,WBS6C9C57EDV73550,42854,44603,0Y83805A,2014,BMW,6 Series,M6,Coupe,Car,RWD,Automatic,Premium Unleaded,4.4,V,morgan auto group,3031 N Rocky Point Dr W 770,Tampa,FL,33607
dfb3f7c3-52db,WAURV78T89A034238,16200,111150,1233,2009,Audi,S5,Base,Coupe,Car,4WD,Manual,Premium Unleaded,4.2,V,queen city classics,9118 Cincinnati Columbus Rd.,West Chester,OH,45069
64ea133b-d650,MAJ3S2GE0KC262208,18800,5745,P5501,2019,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,basil ford of niagara falls,6980 Niagara Falls Blvd.,Niagara Falls,NY,14304
d41d244f-56f7,1GCWGFCA8B1166552,11450,176434,371,2011,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,destination motors,508 N Meridian,Puyallup,WA,98371
73275a88-51a6,4JGDF7DE8KB186226,71991,9142,KB186226,2019,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,shamaley ford,11301 Gateway Blvd,El Paso,TX,79936
b5904c44-a262,1GCPTDE13H1227834,32621,39384,12A3176A,2017,Chevrolet,Colorado,Z71,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,darcars toyota of silver spring,12210 Cherry Hill Rd,Silver Spring,MD,20904
81df27ce-a74f,3C6UR5DJXKG621114,47588,25402,E0726,2019,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,blaise alexander buick gmc of hazleton,508 Susquehanna Blvd,Hazle Township,PA,18202
e9767cea-d795,WBA7F2C57JB238513,59999,26524,MA287A,2018,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,mag bmw of dublin,5825 Venture Drive,Dublin,OH,43017
8f309c0e-c0c7,WBA7F0C57JGM23863,49873,45199,M23863,2018,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,morgan auto group,3031 N Rocky Point Dr W 770,Tampa,FL,33607
9798b09e-f628,1FDFE4FS2FDA03295,9995,200000,MB1fdfe4,2015,Ford,E-Series Cutaway,Base,Cutaway,Truck,RWD,Automatic,Unleaded,6.8,V,mid-atlantic truck center inc,525 West Avenue,Linden,NJ,7036
3c724c1a-bdea,1FTWW32F0YEC64877,17688,120500,LT5768AA,2000,Ford,F-350 Super Duty,XL,Pickup,Truck,RWD,Automatic,Diesel,7.3,V,berwyn kia,7050 Ogden Avenue,Berwyn,IL,60402
66043562-17c6,1J8HG58N18C236378,10995,167000,20-409,2008,Jeep,Commander,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,4.7,V,woods motor company llc,4790 E Dee Woods Rd,Ashland,MO,65010
075dc35a-8f1f,5UXKR6C52G0J82821,34987,43300,G0J82821,2016,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,lexus of santa fe,6824 Cerrillos Rd,Santa Fe,NM,87507
a0b84025-56d6,WBS83CH06MCG29441,121977,2670,MN768A,2021,BMW,M5,Base,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,bmw of southpoint,225 Kentington Dr,Durham,NC,27713
89b3c818-5c39,3C6UR5MJ1FG651088,40888,43390,C0242A,2015,RAM,Ram 2500 Pickup,Big Horn/Lone Star,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,camden chevrolet buick,260 W Main Street,Camden,TN,38320
21d5941b-086c,KL8CD6S91DC575964,6379,136476,21-431,2013,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,premiere auto sales,667 East Maiden Street,Washington,PA,15301
8be809a7-48ec,JTHBN36F265040002,10991,145568,65040002T,2006,Lexus,LS,430,Sedan,Car,RWD,Automatic,Premium Unleaded,4.3,V,larry h. miller auto group,222 South Auto Drive,Boise,ID,83709
8e2b07f9-b774,1G1JC124227280914,1700,168914,80914,2002,Chevrolet,Cavalier,Base,Coupe,Car,FWD,Manual,Unleaded,2.2,I,klm auto sales,832 Seaboard Drive,Dallas,GA,30157
3613b3ea-94fb,1FTSS3EL1EDB12619,15995,143589,21-060,2014,Ford,E-Series Econoline Van,Commercial,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,quicksell auto,920 Silkwood Court,Longwood,FL,32750
3c76b36e-7d91,WUAC6AFR6FA901760,77380,60454,56AA743P,2015,Audi,RS 5,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,mercedes-benz of wichita,1545 N Greenwich Rd,Wichita,KS,67206
f2305f49-39a4,5UXZV8C5XD0C17481,,94981,D410436B,2013,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,kendall auto idaho,15700 North Idaho Center Boulevard,Nampa,ID,83687
8b2ae8b8-07d6,5UXKR6C55J0U14674,45590,40855,2000859428,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,carvana kansas city,1420 Toshiba Dr,Lebanon,TN,37087
94dca2df-d1f8,2CKDL43F286027583,,122152,5318A,2008,Pontiac,Torrent,Base,SUV,Truck,4WD,Automatic,Unleaded,3.4,V,ness automotive,1010 Ross Park Mall Drive,Pittsburgh,PA,15237
10b9a723-0b7c,5UXKR6C58J0U15009,53189,24277,P2382,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,hendrick acura,6824 E Independence Blvd,Charlotte,NC,28227
a53fbe2d-ee3c,WP1AC2A29FLA82422,59990,41371,E55937A,2015,Porsche,Cayenne,Turbo,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,porsche beaverton,13875 Sw Tualatin Valley Highway,Beaverton,OR,97005
f2fb598c-ee09,WDBSK7BA0CF168416,,24482,M1482A,2012,Mercedes-Benz,SL-Class,SL550,Roadster,Car,RWD,Automatic,Premium Unleaded,5.5,V,rick hendrick chevrolet naples,5665 N. Airport Pulling Road,Naples,FL,34109
6fb79169-dbfe,3D7LR38C65G866989,,148054,G866989,2005,Dodge,Ram 3500 Pickup,SLT,Pickup,Truck,RWD,Automatic,Diesel,5.9,I,mclarty daniel ford,2609 South Walton Boulevard,Bentonville,AR,72712
566dce1b-f7a9,3C6UR5CJ1FG632140,35995,68537,T18986,2015,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,lifted trucks,2021 East Bell Road,Phoenix,AZ,85022
1c2626eb-b75c,1GNDT13S552245469,7995,67781,4215,2005,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,champ motors,1167 Alpharetta St,Roswell,GA,30075
8fe5a152-8132,JT3HT05J0X0031131,,211963,JG098023,1999,Toyota,Land Cruiser,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,roswell auto brokers - cartersville,512 West Belmont Drive,Calhoun,GA,30701
6c9bc7bc-d278,1GKET16S946224807,6899,84889,224807,2004,GMC,Envoy XL,SLE,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,independence auto sale,196 Rt 130 South,Bordentown,NJ,8505
a190d707-ceab,3C6UR5CJ2EG137475,34995,55225,GM088A,2014,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,vachon cadillac,139 Pomfret St,Putnam,CT,6260
fe56094c-d8f1,4JGDF7CEXEA338549,23831,79308,37823,2014,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,tim dahle nissan murray,4528 S. State St.,Murray,UT,84107
0a1ffff3-5949,SCBLF34FX3CX08905,39995,32858,8905,2003,Bentley,Arnage,T,Sedan,Car,RWD,Automatic,Premium Unleaded,6.8,V,alpine motors inc,3564 Sunrise Hwy,Wantagh,NY,11793
ce2cca94-b84b,KL8CD6S9XFC715092,6998,101829,2246,2015,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,frantzen sales,101 Hilltop Drive,Kerrville,TX,78028
4c48aed9-7249,5UXKR6C53J0U14933,49950,31209,P6010,2018,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,essence alfa romeo,555 Ne Loop 820,Hurst,TX,76053
a67988ba-9f51,4JGDF7DE5HA980146,41119,57399,,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,northshore motors,180 Michael Drive,Syosset,NY,11791
081b70f3-7cfc,KL79MPSL9MB004101,27650,3079,M65852A,2021,Chevrolet,Trailblazer,LT,SUV,Truck,FWD,Automatic,Unleaded,1.3,I,hendrick volvo cars of charleston,1464 Savannah Highway,Charleston,SC,29407
61a20a88-5913,1GNDX03E54D267449,,181722,,2004,Chevrolet,Venture,Cargo,Minivan,Truck,FWD,Automatic,Unleaded,3.4,V,alpha auto finders,1502 South Perkins Road,Stillwater,OK,74074
a8d78a0e-68e2,WBAYE8C52DD133042,19995,90937,DD133042,2013,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,mark mclarty ford,4400 Landers Road,North Little Rock,AR,72117
de24a6ac-3be5,4JGDF7CE9DA264068,20995,103130,W264068,2013,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,expert auto group,2701 N State Road 7,Margate,FL,33063
21c12587-2c1f,3C6UR5CJXMG561596,48000,1125,7053111,2021,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,stephen wade chevrolet,1670 S Auto Mall Dr,St. George,UT,84770
2e46c902-3730,MAJ3S2GEXKC294180,17476,11364,W15158,2019,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1,I,d-patrick motoplex,200 N Green River Rd,Evansville,IN,47715
e277cab8-5851,WBAHL83506DT02001,3000,130859,1124,2006,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.8,V,motormart,8550 Atlantic Blvd,Jacksonville,FL,32211
44b9c7ab-fec0,4JGBF7BE2CA788265,14988,103664,S50298,2012,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,the sharpest rides,2250 South Tejon Street,Englewood,CO,80110
99fcb245-44d2,5YMGZ0C5XDLL30042,29950,56514,12061,2013,BMW,X6,M,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,"spanos motors, castrol bosch complete auto repair",520 West International Speedway Boulevard,Daytona Beach,FL,32114
